index,index_city,Population
4141,Dobbs Ferry,11131
4143,Coshocton,11121
4144,Cherry Creek,11120
4146,Helena-West Helena,11109
4147,Town and Country,11106
4148,Lighthouse Point,11104
4149,Lawrenceburg,11103
4151,South Yarmouth,11092
4153,View Park-Windsor Hills,11075
4154,East Milton,11074
4155,Leicester,11064
4156,Grand Haven,11062
4157,Peru,11060
4158,Lakeland Highlands,11056
4159,Joint Base Lewis McChord,11046
4160,Saint Albans,11044
4161,Burkburnett,11043
4162,Sonoma,11037
4163,Londonderry,11037
4164,Diamond Springs,11037
4165,Millington,11027
4166,Little Chute,11026
4167,Vermilion-on-the-Lake,11006
4168,Suffern,11001
4170,Chalco,10994
4171,West Point,10990
4173,Mountain Top,10982
4174,Doctor Phillips,10981
4175,Totowa,10973
4176,Spuyten Duyvil,10971
4177,Mitchellville,10967
4178,Little Ferry,10963
4179,Martin,10959
4183,Vidor,10945
4184,Cordele,10943
4185,Bluffdale,10931
4186,Malvern,10928
4188,Quartz Hill,10912
4189,Gulf Gate Estates,10911
4190,Storm Lake,10910
4191,Trinity,10907
4193,Ironton,10900
4194,Lincolnton,10900
4196,Franklin Lakes,10899
4197,Newman,10899
4198,Summerfield,10898
4199,Corning,10897
4200,Doraville,10896
4201,Sturgis,10896
4202,DeRidder,10890
4203,Ogdensburg,10883
4206,Taylorville,10873
4207,Citrus,10866
4209,Show Low,10860
4210,Acushnet,10850
4212,East Liverpool,10846
4213,Coldwater,10844
4214,Highland City,10834
4215,Miami Shores,10831
4216,Winchester Center,10830
4217,Maltby,10830
4218,Burr Ridge,10818
4219,Sedro-Woolley,10815
4220,Lindon,10810
4222,Pine Castle,10805
4224,La Riviera,10802
4225,Marinette,10799
4226,Bellefontaine Neighbors,10798
4227,Van Wert,10798
4229,Muskegon Heights,10796
4231,Broomall,10789
4232,Worth,10784
4234,Jacinto City,10782
4235,Farmersville,10774
4236,Crestline,10770
4237,Kings Mountain,10760
4238,Viera East,10757
4239,Lowes Island,10756
4240,Delhi,10755
4241,Roessleville,10753
4242,Sussex,10753
4243,Arkadelphia,10745
4244,Saks,10744
4245,Echelon,10743
4246,Collegedale,10743
4247,Vermillion,10738
4248,Minneola,10735
4249,Tamalpais-Homestead Valley,10735
4250,Middlesboro,10730
4251,Lyons,10722
4253,Fort Madison,10717
4254,Bolivar,10714
4255,Bastrop,10713
4256,Atchison,10712
4258,Fredonia,10705
4259,Cheval,10702
4260,Halfway,10701
4261,Petal,10701
4262,Rosaryville,10697
4263,Somers Point,10688
4264,Little Falls,10688
4265,Darby,10687
4266,Vidalia,10679
4267,Gonzales,10678
4268,Grimes,10676
4269,Picayune,10675
4270,Klahanie,10674
4271,Batesville,10668
4273,Kennett,10662
4275,Placerville,10650
4276,Garden Acres,10648
4278,Muscoy,10644
4279,Morro Bay,10639
4280,Lansdowne,10639
4281,Satellite Beach,10633
4282,Scottdale,10631
4283,Massena,10629
4284,Old Saybrook,10627
4285,Bedford Heights,10625
4286,Vashon,10624
4287,Camp Pendleton South,10616
4288,Forest Acres,10615
4289,Winton,10613
4290,Keokuk,10609
4292,Norwell,10581
4293,Gardere,10580
4294,Accokeek,10573
4297,Vernon,10573
4298,Eltingville,10573
4299,Santaquin,10572
4300,North Versailles,10571
4302,Roscoe,10565
4303,Hillsdale,10559
4304,Exeter,10548
4307,Weddington,10531
4310,Chesapeake Ranch Estates,10519
4311,Fox Lake,10518
4312,The Pinery,10517
4314,Pine Hill,10510
4316,Redwood Shores,10500
4317,Dent,10497
4318,Sebring,10497
4319,Bound Brook,10497
4320,Sauk Village,10493
4321,Rockport,10490
4322,Heath,10489
4323,Ventnor City,10486
4324,Middle Island,10483
4325,Arizona City,10475
4326,Wyomissing,10469
4327,Richmond Heights,10469
4328,Burley,10436
4329,Vermilion,10434
4330,Key Largo,10433
4331,Warr Acres,10431
4332,Canandaigua,10431
4333,Manville,10429
4334,West Haverstraw,10421
4336,Melvindale,10404
4338,Greencastle,10401
4339,Big Rapids,10397
4340,Kinnelon,10392
4341,Palatka,10390
4342,Sedona,10388
4344,Celina,10387
4347,Wabash,10381
4348,Struthers,10375
4349,Cadillac,10373
4350,Big Lake,10368
4351,Pella,10363
4352,Castle Pines North,10360
4353,Mount Airy,10354
4357,Silver Springs,10334
4358,Newberry,10331
4360,Linthicum,10324
4361,Bluefield,10323
4362,Little Canada,10319
4363,Eunice,10310
4364,Wood River,10294
4365,Hull,10293
4367,Morris Park,10289
4370,Edwards,10266
4371,Cedar Hills,10265
4373,Nanticoke,10258
4376,Rossmoor,10244
4377,Timberlane,10243
4378,Sleepy Hollow,10242
4379,Fairview Shores,10239
4382,Beecher,10232
4383,Fairmount,10224
4384,Española,10224
4385,Roma,10223
4386,Berwick,10223
4388,River Grove,10219
4390,North Branch,10215
4391,Watervliet,10214
4392,Hanson,10209
4393,Vail,10208
4394,Gages Lake,10198
4396,Raceland,10193
4398,Bel Air,10190
4399,Capitola,10189
4400,North Logan,10181
4402,Bohemia,10180
4403,Alpena,10175
4404,Bellmead,10164
4405,Forestdale,10162
4406,Wells Beach Station,10162
4407,Lake Morton-Berrydale,10160
4408,Shasta Lake,10159
4409,Gold Camp,10159
4410,Gold Canyon,10159
4411,Lanham,10157
4413,Great Neck,10143
4414,Colts Neck,10142
4415,East Stroudsburg,10140
4416,Oil City,10137
4418,Marlton,10133
4419,Galion,10127
4420,Denham Springs,10125
4421,Fort Knox,10124
4422,Essex Junction,10111
4423,San Diego Country Estates,10109
4424,Maynard,10106
4425,Goulds,10103
4426,Waldwick,10095
4427,Port Salerno,10091
4428,Parsons,10090
4429,Comstock Park,10088
4430,Avon Park,10086
4431,Inwood,10082
4432,Mayfield,10080
4433,Bonham,10079
4435,Countryside,10072
4437,Canyon Rim,10062
4438,London,10060
4439,North Andrews Gardens,10056
4441,Atmore,10049
4442,Little Neck,10049
4444,Poulsbo,10041
4446,New Port Richey East,10036
4448,Monmouth,10032
4449,Grantsville,10027
4450,Elon,10024
4452,Waggaman,10015
4453,Fort Salonga,10008
4455,Silver City,10004
4457,Del Aire,10001
4458,Cross Lanes,9995
4459,Huguenot,9995
4460,Veradale,9991
4461,Uniontown,9990
4462,Harrisonville,9986
4463,Pearsall,9980
4464,Dishman,9978
4465,Benton Harbor,9976
4466,Fife,9970
4468,Carroll,9968
4469,Lambertville,9953
4471,Arden Hills,9951
4472,Croydon,9950
4475,Kendallville,9927
4476,Timonium,9925
4477,Lake Monticello,9920
4478,Lackland Air Force Base,9918
4479,Lake Mohawk,9916
4480,Flat Rock,9914
4481,Cape Canaveral,9912
4482,Glenwood Springs,9906
4483,Corte Madera,9901
4484,Tipp City,9899
4486,Warrenton,9897
4487,Elkhorn,9895
4488,Coral Hills,9895
4489,East Rockaway,9894
4491,Hope,9891
4496,Moncks Corner,9873
4497,Keansburg,9873
4504,Fate,9847
4505,Brambleton,9845
4506,Rincon,9843
4507,Cameron,9836
4509,Havre,9834
4510,Christiana,9830
4513,Wapakoneta,9823
4515,Alamosa,9819
4516,New Hyde Park,9811
4517,Waynesville,9809
4520,Fort Oglethorpe,9803
4522,Cody,9792
4523,Walnut Grove,9790
4525,Wyndham,9785
4527,Lake Arbor,9776
4528,Ballston Lake,9776
4529,Merrydale,9772
4530,Minnehaha,9771
4531,Reserve,9766
4532,Union Park,9765
4533,Progress,9765
4534,Roma-Los Saenz,9765
4535,Le Mars,9761
4536,Alachua,9757
4538,East La Mirada,9757
4540,Silverton,9753
4541,Cairo,9752
4542,Baker City,9752
4543,Cedartown,9750
4544,Panthersville,9749
4545,Brownfield,9736
4546,Vinings,9734
4547,Dunn,9723
4548,Hermantown,9706
4549,Sumner,9700
4550,Ingleside,9695
4551,Boaz,9688
4552,Potsdam,9688
4553,Southborough,9686
4554,Safford,9683
4556,Mountain House,9675
4557,North Bend,9673
4558,Snohomish,9670
4559,Coffeyville,9669
4560,Park Forest Village,9660
4564,Sunbury,9652
4565,Holmen,9651
4566,Westview,9650
4567,Edgemere,9646
4568,Soquel,9644
4569,Bladensburg,9640
4570,Jesup,9633
4575,Saddle Brooke,9614
4577,Rye Brook,9611
4578,La Salle,9609
4579,Tega Cay,9608
4580,Lock Haven,9604
4581,Winslow,9600
4582,Rosslyn,9599
4583,Girard,9599
4584,Pine Ridge,9598
4585,Bee Ridge,9598
4586,Orange Cove,9598
4587,Gifford,9590
4588,Rainbow City,9580
4589,Hackettstown,9579
4590,Hamburg,9576
4593,Rifle,9563
4594,Picture Rocks,9563
4595,Chuckey,9560
4596,Coweta,9559
4597,Lake Barcroft,9558
4598,Brock Hall,9552
4599,Bethel,9549
4600,Reedsburg,9548
4601,Chevy Chase,9545
4603,Prineville,9530
4604,Dongan Hills,9529
4605,Howell,9521
4607,Pecos,9517
4608,Steger,9515
4609,North Kensington,9514
4610,White Marsh,9513
4611,Sugar Grove,9512
4613,North Gates,9512
4614,Fort George G Mead Junction,9505
4615,River Vale,9497
4616,Taft,9495
4617,White Horse,9494
4620,Amityville,9486
4621,Woodlyn,9485
4623,Flossmoor,9478
4624,Braselton,9476
4625,Prospect,9476
4626,Orono,9474
4627,Pryor Creek,9469
4629,Valley,9464
4630,Winterville,9464
4631,West Perrine,9460
4632,Somers,9454
4634,Southwick,9444
4637,Marlboro Village,9438
4639,Rensselaer,9433
4640,Lamesa,9427
4642,South Huntington,9422
4643,Anaconda,9417
4644,Gloucester Point,9402
4645,The Village,9400
4646,Lisbon,9392
4647,Granbury,9386
4648,Willoughby Hills,9382
4651,Berlin,9367
4652,Saint Francis,9365
4653,North Bath,9363
4654,Economy,9363
4655,Lake Hiawatha,9360
4656,Thompson,9358
4657,Tomah,9357
4658,DuPont,9356
4660,Valencia West,9355
4661,Blackhawk,9354
4662,Harahan,9350
4663,Bethalto,9349
4664,Morehead City,9347
4665,Saint Pete Beach,9346
4666,Kendall Park,9339
4667,Mound,9336
4668,Port Townsend,9335
4669,Jeannette,9335
4671,North College Hill,9332
4672,Fort Meade,9327
4674,Rockcreek,9316
4675,Alcoa,9316
4677,Charter Oak,9310
4678,Rochelle,9309
4679,Woodfield,9303
4681,Bala-Cynwyd,9299
4682,Hebron,9298
4683,Anthony,9293
4685,Box Elder,9289
4686,Harleysville,9286
4687,Ellisville,9284
4688,Wasilla,9284
4691,Valley Center,9277
4692,Frankfort Square,9276
4693,Pleasant View,9273
4694,Sweet Home,9270
4695,Gunbarrel,9263
4696,Bay Saint Louis,9260
4697,Ecorse,9257
4698,Seven Corners,9255
4699,Chanute,9252
4700,Perryton,9252
4701,Friendly,9250
4702,Tulalip,9246
4705,Waseca,9241
4706,Grants,9239
4707,Brookdale,9239
4708,Stuarts Draft,9235
4709,Merrill,9233
4710,Smithville,9233
4711,Grosse Pointe Farms,9232
4712,Mapleton,9232
4713,Brewer,9232
4714,Purcellville,9232
4716,Lititz,9225
4717,Groton,9221
4718,Rockingham,9220
4719,Leonia,9219
4720,Hartland,9219
4721,Rio Del Mar,9216
4722,Sutton,9215
4723,Tiburon,9214
4724,Scotchtown,9212
4726,Brigantine,9204
4727,Heber City,9198
4728,Aliquippa,9197
4729,Harvard,9194
4730,Alma,9193
4731,Good Hope,9192
4734,Beckett Ridge,9187
4735,Saint Dennis,9177
4738,Presque Isle,9171
4739,Laurens,9166
4740,East Rutherford,9164
4741,Madera Acres,9163
4742,Blackstone,9163
4743,Washington Terrace,9157
4744,Succasunna,9152
4745,Versailles,9146
4746,Grinnell,9141
4747,Shawano,9128
4749,La Plata,9125
4750,Hondo,9119
4751,Bay Minette,9118
4754,Sheffield,9108
4755,Valley Cottage,9107
4756,Forest,9106
4757,Saline,9100
4758,Marianna,9100
4759,Roxborough Park,9099
4760,Lenoir City,9091
4761,Rock Falls,9087
4762,Portola Hills,9083
4763,Bennington,9074
4765,Atoka,9064
4766,Andalusia,9063
4768,College Place,9062
4770,Stuttgart,9056
4773,Lake Hopatcong,9054
4775,Micco,9052
4776,Winston,9050
4777,Fultondale,9048
4779,Lake Lucerne,9044
4780,East Haddam,9042
4781,Rawlins,9040
4784,Fort Polk South,9038
4785,Evergreen,9038
4787,Oakbrook,9036
4788,Lincoln Village,9032
4789,Thomaston,9032
4791,Sheffield Lake,9026
4793,Scott,9018
4794,Fitzgerald,9013
4797,Detroit Lakes,9002
4798,Manteno,8999
4799,San Elizario,8999
4800,Mechanicsburg,8999
4802,Glenwood,8996
4803,Toppenish,8995
4805,Monett,8988
4806,Glenshaw,8981
4807,Madeira,8976
4808,Molalla,8972
4809,Budd Lake,8968
4810,Montecito,8965
4812,Stonegate,8962
4814,Little River,8960
4815,Eidson Road,8960
4816,Fallston,8958
4819,Sturgeon Bay,8956
4820,Northwest Harborcreek,8949
4821,Glencoe,8945
4823,De Forest,8936
4824,Westerleigh,8927
4825,New Windsor,8922
4826,Canonsburg,8922
4828,Cypress Gardens,8917
4829,Bristow,8910
4831,Liberty Lake,8906
4833,Eagle Point,8902
4835,Pitman,8898
4836,Bayport,8896
4837,Medulla,8892
4839,Airmont,8891
4841,Pulaski,8890
4842,Olmsted Falls,8889
4843,Larkfield-Wikiup,8884
4846,Marina del Rey,8866
4848,Sitka,8863
4849,Columbia City,8857
4851,East Wenatchee Bench,8856
4852,Quakertown,8855
4853,Swissvale,8855
4854,Matawan,8853
4855,South Amboy,8846
4856,Fort Irwin,8845
4857,Craig,8844
4858,Clanton,8844
4859,Bernalillo,8843
4861,Isle of Normandy,8841
4862,Lake Wylie,8841
4863,White Meadow Lake,8836
4866,Conning Towers-Nautilus Park,8834
4869,Garrison,8823
4870,Whippany,8822
4871,Lake Villa,8821
4872,New Richmond,8821
4873,Maysville,8819
4874,Plainedge,8817
4875,Tuskegee,8817
4876,Booneville,8816
4877,Cresskill,8812
4878,Cloverdale,8811
4879,Picnic Point,8809
4880,Dunn Loring,8803
4881,Itasca,8798
4882,Miles City,8796
4883,Collingdale,8792
4884,Delta,8791
4885,Lapeer,8790
4888,Woodway,8777
4889,Incline Village,8777
4890,East York,8777
4891,Orosi,8770
4896,Saint Stephens,8759
4897,Rotonda West,8759
4898,Fuller Heights,8758
4899,Gig Harbor,8753
4900,Thief River Falls,8752
4901,Marathon,8750
4902,Leisure World,8749
4903,Cape Saint Claire,8747
4904,Barre,8746
4905,Anderson Mill,8744
4907,Woodmoor,8741
4908,Poteau,8732
4909,Audubon,8730
4910,West Athens,8729
4913,Mentone,8720
4914,Cortez,8715
4915,Wagoner,8713
4916,Moundsville,8710
4917,Pryor,8708
4918,Pine Lake Park,8707
4919,Flowood,8705
4920,Orange Park,8702
4921,Asbury Lake,8700
4922,Park Hills,8692
4924,Farmingdale,8688
4926,Blacklick Estates,8682
4928,Lacombe,8679
4929,Rodeo,8679
4931,Clarendon Hills,8676
4933,East Franklin,8669
4934,Frostburg,8667
4936,Closter,8662
4937,Beaver Falls,8661
4938,Sellersburg,8659
4940,Golden Hills,8656
4942,Hampstead,8650
4945,Fort Stockton,8649
4946,Angola,8644
4947,East Grand Forks,8643
4948,Montague,8637
4951,Harwood Heights,8635
4955,Old Orchard Beach,8624
4956,Citrus Springs,8622
4958,Bacliff,8619
4960,Palm Beach,8612
4961,Tuba City,8611
4962,Port Jervis,8609
4964,Bennettsville,8605
4965,Ladue,8597
4966,Fort Valley,8597
4967,Sallisaw,8596
4968,Napoleon,8595
4969,Alondra Park,8592
4970,Fort Bliss,8591
4971,Helotes,8591
4973,Virginia,8587
4974,Weare,8583
4975,Thompsonville,8577
4976,Mecca,8577
4977,Carencro,8575
4978,Southside,8572
4979,Des Peres,8572
4980,Malverne,8571
4981,Bonadelle Ranchos-Madera Ranchos,8569
4983,Kirby,8550
4985,North Haledon,8548
4987,Country Club Estates,8545
4988,Cold Springs,8544
4989,Linganore,8543
4990,Westwego,8542
4991,Calimesa,8542
4994,Sunset Hills,8539
4995,Lake Park,8538
4996,Earlimart,8537
4997,Lincoln City,8536
4998,Elsmere,8536
5000,Aransas Pass,8530
5001,Signal Mountain,8528
5002,North Weeki Wachee,8524
5005,Temperance,8517
5006,Bradford,8507
5007,Westlake Village,8507
5008,Monson,8505
5011,Corrales,8502
5012,Mystic Island,8493
5014,Orrville,8491
5016,Wakefield-Peacedale,8487
5018,Midway City,8485
5021,Spotswood,8476
5022,Mount Rainier,8475
5023,North Elba,8474
5024,Tuscumbia,8474
5026,Freetown,8472
5027,Perkasie,8471
5028,Indian Harbour Beach,8471
5029,Jerseyville,8469
5030,Fairless Hills,8466
5031,Dormont,8465
5032,South Kensington,8462
5033,Hamilton Worcester,8460
5035,Fallon,8458
5038,Haledon,8451
5043,Glens Falls North,8443
5044,Alderwood Manor,8442
5045,Montvale,8442
5046,Perry Heights,8441
5047,Boonton,8441
5051,Yelm,8434
5057,Charlestown,8421
5058,Millersville,8420
5059,Los Altos Hills,8419
5062,Birch Bay,8413
5065,Lake Elmo,8406
5066,Hoquiam,8405
5067,Boonville,8403
5068,Bedminster,8402
5069,Gateway,8401
5070,Bogota,8400
5071,Perryville,8398
5072,Siler City,8396
5073,Highland Heights,8396
5074,Breaux Bridge,8395
5075,Harrodsburg,8394
5076,Rice Lake,8391
5077,August,8390
5078,Delavan,8389
5079,Guntersville,8385
5080,Glenside,8384
5081,Menominee,8382
5082,Bow Bog,8381
5083,Runnemede,8381
5084,Upper Saddle River,8379
5085,Sanatoga,8378
5086,Price,8378
5087,Floris,8375
5088,Tecumseh,8372
5090,Dalhart,8370
5091,Mahopac,8369
5093,Lakes,8364
5095,Congers,8363
5097,Brockport,8357
5099,Half Moon,8352
5100,Oberlin,8350
5101,Rio Vista,8348
5103,Tompkinsville,8343
5104,Skidaway Island,8341
5105,Hornell,8336
5106,Roxboro,8334
5108,Gering,8334
5111,Firebaugh,8330
5112,South Lockport,8324
5114,Burtonsville,8323
5116,Center Line,8320
5117,Absecon,8317
5118,Fountain Inn,8317
5120,Humboldt,8313
5121,Litchfield,8307
5122,Fort Mitchell,8306
5123,Bath,8305
5124,Naranja,8303
5125,North Bay Village,8302
5127,Doylestown,8301
5129,Mayo,8298
5130,Shiprock,8295
5131,Cheviot,8295
5132,Arab,8295
5134,Topanga,8289
5135,Sugarmill Woods,8287
5136,Little Cottonwood Creek Valley,8285
5137,Toccoa,8283
5139,Lake Carmel,8282
5140,Oroville East,8280
5141,Blanchard,8280
5142,Seneca,8279
5143,Kings Grant,8278
5144,Black Mountain,8278
5145,Pike Road,8274
5146,Lewistown,8271
5147,Croton-on-Hudson,8269
5148,East Foothills,8269
5149,Bithlo,8268
5150,Charles Village,8267
5151,Athol,8265
5152,Hopkinton,8261
5153,Rapid Valley,8260
5154,Rolling Hills Estates,8258
5155,Fabens,8257
5156,Claymont,8253
5157,Nevada,8253
5158,Pleasant Hills,8252
5161,Wood-Ridge,8249
5162,Conover,8248
5163,Castle Shannon,8235
5164,Vinton,8231
5166,Albion,8229
5167,Helena Valley Southeast,8227
5168,Tremonton,8227
5169,Saint Anthony,8226
5171,Spring Valley Lake,8220
5172,Sangaree,8220
5173,Boiling Springs,8219
5174,Oradell,8218
5175,Eaton,8217
5176,Kenilworth,8215
5178,Hooper,8214
5179,Kenton,8211
5182,Pewaukee,8208
5183,Tanaina,8197
5185,Ketchikan,8197
5186,Oak Hills Place,8195
5187,Delmar,8195
5188,Kulpsville,8194
5190,Wynne,8193
5191,Crete,8191
5192,Whitehouse,8189
5193,Triangle,8188
5195,Ripley,8176
5196,Geneseo,8173
5198,Farmville,8169
5199,Greenbriar,8166
5200,Long Grove,8166
5202,Monona,8164
5204,Pismo Beach,8162
5205,Chestnut Ridge,8158
5207,Trinidad,8153
5208,Fairdale,8148
5210,Buxton,8136
5211,Hailey,8134
5212,Savoy,8133
5213,Diamondhead,8132
5214,Park City,8128
5216,Saint Rose,8122
5217,Abingdon,8119
5219,Mahtomedi,8116
5220,Wytheville,8115
5221,Brazil,8109
5222,Boulder Hill,8108
5224,Beebe,8106
5226,Baldwin Harbor,8102
5227,Richland Hills,8098
5228,Oak Brook,8091
5231,Flushing,8086
5232,Latrobe,8081
5233,Hillview,8080
5234,Island Lake,8080
5235,Manhasset,8080
5237,Mount Joy,8071
5238,West Livingston,8071
5240,South San Gabriel,8070
5241,West Frankfort,8067
5242,Spanish Fort,8065
5243,Ludington,8058
5244,New Square,8057
5246,Mahomet,8056
5248,Old Forge,8048
5250,West Gate,8046
5252,Millis,8040
5254,Alamo Heights,8038
5255,Raritan,8031
5256,Belgrade,8029
5257,South Beach,8029
5258,Briarcliff Manor,8028
5259,Bothell East,8018
5260,Londontowne,8018
5261,Marstons Mills,8017
5262,Rayne,8016
5263,Hastings-on-Hudson,8014
5267,West Haven-Sylvan,8001
5268,Davidsonville,8000
5269,West Long Branch,7994
5270,Wetumpka,7994
5271,Grand Blanc,7993
5273,Dexter,7992
5275,Cheat Lake,7988
5279,North Star,7980
5282,White City,7975
5284,Mascoutah,7975
5285,Blair,7975
5287,Houghton,7970
5288,Stayton,7969
5289,Senatobia,7963
5290,Hyrum,7962
5291,Hawthorn Woods,7961
5292,Conshohocken,7956
5293,Manvel,7950
5295,Mammoth Lakes,7946
5296,Downingtown,7946
5299,Francisville,7944
5300,Bridge City,7941
5303,Cumberland Hill,7934
5304,Baxter,7934
5305,Carnegie,7931
5306,Ilion,7926
5307,Camp Hill,7923
5308,Waller,7922
5309,Broadview,7918
5310,Sutherlin,7912
5311,Gold River,7912
5312,Decorah,7907
5313,Crestwood Village,7907
5314,Colonie,7906
5318,Jersey Village,7900
5319,Wahpeton,7899
5320,Pike Creek,7898
5321,Lake Dallas,7892
5322,Wilmington Manor,7889
5323,Winnemucca,7887
5324,Plaistow,7885
5325,Helena Valley West Central,7883
5326,Skiatook,7880
5327,Dumbarton,7879
5328,Ivins,7876
5329,Kirtland,7875
5331,Mill Plain,7874
5332,Olivette,7870
5333,Antigo,7869
5334,Sans Souci,7869
5335,Cushing,7867
5336,Calumet Park,7865
5337,Saint Johns,7865
5341,Ellsworth,7857
5342,Lake Purdy,7857
5343,Creston,7854
5344,Brooksville,7854
5345,Temple Hills,7852
5346,Southwest Ranches,7852
5348,Mount Vista,7850
5349,Kalifornsky,7850
5350,Gilford,7849
5353,Port Jefferson,7842
5355,Sheboygan Falls,7840
5356,Fort Scott,7838
5357,Port Jefferson Station,7838
5358,Sandpoint,7835
5360,Hartsville,7826
5361,Village Green-Green Ridge,7822
5362,Fort Lupton,7822
5364,Canal Winchester,7818
5366,Caribou,7816
5367,Webster City,7814
5368,Milan,7813
5370,Prien,7810
5371,Othello,7809
5373,Garden City Park,7806
5374,Bernardsville,7801
5375,Star,7797
5377,Donaldsonville,7792
5378,Grand Ledge,7791
5379,Crookston,7787
5381,Lake Geneva,7778
5382,Lake Stickney,7777
5383,Summit Park,7775
5385,Baldwinsville,7770
5387,Murphysboro,7768
5389,Fort Riley North,7761
5390,Hales Corners,7759
5391,Three Rivers,7752
5392,Butner,7751
5394,Ruidoso,7739
5395,Brevard,7735
5396,Saint Martin,7730
5397,Carl Junction,7729
5398,Scotia,7727
5399,River Oaks,7724
5400,Mukwonago,7721
5401,Dock Junction,7721
5402,Wading River,7719
